Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,City,Time_taken (min),distance
24.0,4.6,Windy,High,1,0.0,0.0,Urban,20,1.529743511582863
38.0,4.8,Sunny,Medium,0,1.0,0.0,Metropolitian,25,19.688565914789702
29.0,4.2,Fog,Jam,1,1.0,0.0,Metropolitian,37,10.72504264384306
29.0,4.8,Sunny,High,2,0.0,0.0,Urban,12,5.8604207331306855
23.0,4.8,Stormy,Medium,1,1.0,0.0,Urban,25,12.41898167230365
27.0,4.9,Windy,High,0,1.0,0.0,Urban,18,6.081389116676368
29.0,4.6,Cloudy,Jam,2,1.0,0.0,Metropolitian,30,9.055855161965924
30.0,4.7,Sandstorms,Low,1,0.0,0.0,Urban,28,2.9962426790626724
20.0,4.8,Stormy,Low,1,0.0,0.0,Metropolitian,16,7.719304592034618
33.0,4.8,Fog,High,1,1.0,0.0,Metropolitian,38,1.4897343062370805
22.0,4.7,Stormy,Low,0,0.0,0.0,Metropolitian,21,10.906412696832646
35.0,4.7,Sunny,Jam,2,1.0,0.0,Metropolitian,24,19.36744052557847
25.0,4.7,Stormy,Jam,1,0.0,0.0,Urban,19,19.760178243292938
34.0,3.8,Cloudy,Low,2,1.0,0.0,Metropolitian,33,12.419649807727565
38.0,4.6,Windy,Jam,2,1.0,0.0,Metropolitian,30,13.681416111912892
39.0,4.4,Sandstorms,Jam,0,1.0,0.0,Metropolitian,53,19.37374583495492
23.0,4.8,Windy,Medium,0,0.0,0.0,Metropolitian,36,20.182482607604516
32.0,4.8,Sunny,Jam,1,0.0,0.0,Urban,17,4.674184358398377
39.0,4.2,Fog,Jam,1,1.0,0.0,Metropolitian,38,16.900616226154256
35.0,4.8,Sunny,Low,2,1.0,0.0,Metropolitian,17,3.105131477545897
30.0,4.8,Sunny,Low,2,1.0,0.0,Metropolitian,14,4.5406285313715085
30.0,4.7,Stormy,Low,2,1.0,0.0,Urban,20,3.1054853062814938
38.0,4.8,Stormy,Low,2,0.0,0.0,Metropolitian,24,16.901828274275406
23.0,4.9,Cloudy,Medium,2,1.0,0.0,Metropolitian,30,10.72504264384306
35.0,4.4,Cloudy,Low,1,0.0,0.0,Metropolitian,34,10.587113705075849
22.0,4.6,Stormy,High,0,0.0,0.0,Metropolitian,22,3.1048037532854496
27.0,4.9,Fog,High,1,1.0,0.0,Metropolitian,21,3.0271362191029247
23.0,4.7,Fog,Low,2,1.0,0.0,Metropolitian,11,1.558114851289754
21.0,4.2,Stormy,Jam,0,0.0,0.0,Metropolitian,39,17.13921974225849
27.0,4.6,Fog,Low,1,0.0,0.0,Metropolitian,15,1.5302997807730143
38.0,4.0,Stormy,Medium,1,0.0,0.0,Metropolitian,33,4.591636071834256
25.0,4.7,Cloudy,Low,2,0.0,0.0,Urban,13,4.589099458435952
32.0,4.3,Windy,Jam,0,1.0,0.0,Metropolitian,46,12.420599246806638
,,Cloudy,Low,1,0.0,0.0,Metropolitian,19,3.040891552951612
37.0,4.6,Sandstorms,Medium,2,0.0,0.0,Metropolitian,22,13.969116967730171
27.0,4.6,Windy,Medium,1,0.0,0.0,Metropolitian,26,10.906470984869689
30.0,4.6,Windy,Low,2,1.0,0.0,Urban,25,1.5203728379727393
28.0,4.9,Stormy,Low,2,0.0,0.0,Urban,17,12.463883024166655
29.0,4.9,Stormy,Low,2,0.0,0.0,Urban,15,8.93778311563518
39.0,4.7,Windy,Jam,0,1.0,0.0,Metropolitian,52,16.635629218678122
22.0,4.9,Windy,Jam,2,0.0,0.0,Metropolitian,19,10.757168277315149
27.0,4.5,Sunny,Low,0,1.0,0.0,Metropolitian,21,20.253459166411545
37.0,4.6,Sandstorms,Medium,2,1.0,0.0,Metropolitian,28,13.990151177257513
21.0,4.7,Windy,Jam,0,1.0,0.0,Urban,15,4.540574388731296
27.0,4.6,Cloudy,Low,0,1.0,0.0,,19,3.052738741797855
26.0,4.9,Sunny,Low,0,1.0,0.0,Urban,27,13.971950882978046
35.0,4.1,Cloudy,High,2,1.0,0.0,Metropolitian,35,6.081142187746012
37.0,4.3,Fog,Jam,1,1.0,0.0,Metropolitian,36,19.76089839940378
34.0,4.5,Sunny,Jam,1,0.0,0.0,,24,7.573442055128481
26.0,4.7,Cloudy,Low,2,0.0,0.0,Metropolitian,11,9.326616348118744
35.0,4.6,Sunny,High,1,1.0,0.0,Urban,20,5.958771662511523
23.0,4.9,Windy,Medium,2,1.0,0.0,Metropolitian,21,7.790122649763986
29.0,4.9,Stormy,Low,1,0.0,0.0,Metropolitian,10,9.17785559642758
22.0,4.8,Cloudy,High,2,1.0,0.0,Urban,23,1.5545020843140127
23.0,4.7,Stormy,High,1,0.0,0.0,Metropolitian,13,6.037990253487766
20.0,5.0,Cloudy,Low,0,1.0,0.0,Urban,23,20.853653606522474
31.0,4.3,Stormy,Medium,0,2.0,0.0,Metropolitian,39,20.85227883430363
35.0,4.2,Cloudy,Low,1,2.0,0.0,Metropolitian,39,10.427571382480686
23.0,5.0,Fog,Jam,2,1.0,0.0,Metropolitian,30,9.22014751541987
36.0,4.9,Windy,Medium,2,1.0,0.0,Metropolitian,28,9.363672588462148
30.0,4.8,Sunny,Jam,1,1.0,0.0,,21,16.3938118808
22.0,4.5,Fog,Low,0,1.0,0.0,Metropolitian,22,17.07747121287486
23.0,4.9,Sunny,Medium,0,1.0,0.0,Metropolitian,24,19.661019603214875
33.0,4.4,Windy,Low,0,1.0,0.0,Metropolitian,26,1.5323350156090414
23.0,4.2,Cloudy,Medium,2,1.0,0.0,Metropolitian,33,12.3520856355171
26.0,4.7,Sandstorms,Low,1,,0.0,Metropolitian,11,1.5522470243420694
21.0,4.7,Cloudy,Low,1,1.0,0.0,Metropolitian,16,1.5322206834602052
23.0,4.9,Stormy,Jam,2,0.0,0.0,Metropolitian,23,13.682516298592295
22.0,4.7,Sandstorms,Low,1,1.0,0.0,Urban,10,16.41264400143975
36.0,4.4,Cloudy,High,2,1.0,0.0,Metropolitian,39,6.217834398578936
25.0,4.5,Sandstorms,Low,1,0.0,0.0,Metropolitian,14,11.916994721599234
26.0,4.7,Sunny,Low,1,0.0,0.0,Metropolitian,24,7.601304456856061
29.0,4.6,Windy,Jam,1,1.0,0.0,Metropolitian,20,9.192770952683546
24.0,4.8,Fog,Jam,0,2.0,0.0,Urban,47,19.688246931881576
36.0,4.5,Cloudy,Low,1,1.0,0.0,Metropolitian,19,4.537843333696388
24.0,4.8,Sunny,Low,1,1.0,0.0,Metropolitian,20,3.1162228846223834
27.0,4.5,Windy,Medium,2,0.0,0.0,Metropolitian,23,12.233239995053252
34.0,4.0,Windy,Low,0,1.0,0.0,Metropolitian,33,1.5320260227341909
31.0,4.5,Stormy,Low,2,1.0,0.0,Metropolitian,29,7.649506318328791
31.0,4.0,Cloudy,Jam,1,1.0,1.0,Metropolitian,43,12.293745665244252
20.0,4.7,Windy,Medium,2,1.0,0.0,Urban,19,16.8253834049009
38.0,4.9,Sunny,Jam,2,0.0,0.0,Urban,30,10.641495972351702
32.0,4.8,Fog,Low,1,0.0,0.0,Urban,17,1.5294841760997977
36.0,4.6,Sunny,Low,0,1.0,0.0,Metropolitian,24,17.097972861362276
33.0,4.0,Cloudy,High,2,1.0,0.0,Metropolitian,35,3.1050761845074675
29.0,4.5,Fog,Medium,0,1.0,0.0,Metropolitian,29,6.105221374384473
21.0,5.0,Stormy,Medium,1,1.0,0.0,Metropolitian,17,12.161069532201358
29.0,5.0,Sandstorms,Low,1,,0.0,Urban,11,12.161417162421785
28.0,4.6,Sunny,Low,0,1.0,0.0,Metropolitian,23,13.970007989574006
22.0,4.8,Sandstorms,Medium,2,0.0,0.0,Urban,16,13.789485363023294
22.0,5.0,Stormy,Low,2,0.0,0.0,Metropolitian,13,9.121499067661926
22.0,4.7,Windy,Low,0,1.0,0.0,Metropolitian,20,12.29378731203682
21.0,4.6,Stormy,Jam,2,1.0,0.0,Metropolitian,20,7.790156595702848
37.0,4.6,Cloudy,Low,2,1.0,0.0,Metropolitian,15,3.029512751162419
30.0,4.8,Stormy,Jam,2,1.0,0.0,Metropolitian,30,4.528282400326011
26.0,4.6,Windy,Medium,2,1.0,0.0,,26,6.23280716086554
28.0,4.9,Sunny,Jam,1,0.0,,Urban,10,20.176811965426136
38.0,4.9,Stormy,Jam,0,1.0,1.0,Metropolitian,53,12.29361121840287
37.0,4.6,Fog,Jam,0,1.0,0.0,Metropolitian,45,10.428102699087152
29.0,4.6,Fog,Low,1,0.0,0.0,Urban,10,7.63146393347638
37.0,4.6,Fog,Medium,0,1.0,0.0,Metropolitian,46,20.25310137263237
29.0,4.9,Sandstorms,Jam,2,0.0,0.0,Metropolitian,23,9.314965469327513
21.0,4.9,Cloudy,Medium,0,1.0,0.0,Metropolitian,43,20.206420943723728
26.0,5.0,Sandstorms,Low,1,0.0,0.0,Metropolitian,19,19.975808791439345
28.0,4.6,Fog,Medium,1,1.0,0.0,Urban,11,7.600983953739401
29.0,5.0,Fog,Medium,0,1.0,0.0,Urban,32,19.627167871570084
25.0,4.7,Sunny,Medium,0,1.0,0.0,Urban,17,9.175193844437826
30.0,4.9,Fog,Low,2,1.0,0.0,Metropolitian,18,7.600983953739401
27.0,5.0,Sunny,Low,1,0.0,0.0,Metropolitian,21,1.4898285870179706
20.0,4.7,Windy,Low,2,1.0,0.0,Urban,17,3.0737721530635387
27.0,4.6,Stormy,Medium,0,1.0,0.0,Metropolitian,13,8.938197833558919
38.0,4.0,Sandstorms,Low,0,1.0,0.0,Metropolitian,31,1.5298767913547426
33.0,4.3,Windy,Jam,2,0.0,0.0,Metropolitian,34,9.121036990826918
35.0,4.9,Windy,Jam,2,1.0,0.0,Metropolitian,26,7.546670729116101
36.0,4.4,Fog,Low,1,1.0,0.0,Metropolitian,32,12.20989608429735
36.0,4.8,Windy,Jam,0,0.0,0.0,Metropolitian,37,13.584306064167167
35.0,4.9,Windy,Jam,0,0.0,0.0,Urban,37,13.620429458669872
36.0,4.6,Fog,Jam,2,1.0,0.0,Metropolitian,29,7.772096240718493
28.0,4.9,Sunny,Jam,2,0.0,0.0,Metropolitian,19,7.761779919073711
20.0,3.9,Sunny,High,0,2.0,0.0,Metropolitian,42,3.088288025684484
29.0,5.0,Fog,High,2,1.0,0.0,Metropolitian,28,5.968794067983708
29.0,4.6,Sandstorms,Low,1,0.0,0.0,Metropolitian,19,19.472033277853686
39.0,5.0,Stormy,Low,1,1.0,0.0,Metropolitian,22,7.343586910761913
37.0,4.7,Cloudy,Low,2,1.0,0.0,Urban,17,8.938177476637758
26.0,5.0,Stormy,Jam,2,1.0,0.0,Metropolitian,20,10.58781900321548
30.0,4.8,Cloudy,Jam,0,1.0,1.0,Metropolitian,44,10.587113705075849
31.0,4.8,Fog,Low,0,1.0,0.0,Urban,28,1.5094383155993516
38.0,4.9,Fog,Jam,0,2.0,0.0,Metropolitian,44,19.619196710684648
31.0,4.6,Cloudy,High,2,1.0,0.0,Metropolitian,30,6.051108888205775
31.0,4.3,Cloudy,Low,0,1.0,0.0,Metropolitian,42,10.906379374468557
20.0,4.6,Windy,Jam,0,1.0,0.0,Metropolitian,38,13.82977049957229
22.0,5.0,Sunny,Low,1,1.0,0.0,Metropolitian,17,1.5525607701091515
23.0,4.6,Sunny,Medium,0,0.0,0.0,Metropolitian,22,10.42732189063304
24.0,4.8,Cloudy,Medium,1,0.0,0.0,Urban,12,8.938197833558919
29.0,4.9,Sandstorms,Jam,2,1.0,0.0,Metropolitian,17,12.101403911098704
21.0,4.8,Cloudy,Low,0,1.0,0.0,Metropolitian,24,2.9846382850810085
24.0,4.8,Sunny,Low,1,0.0,0.0,Metropolitian,24,1.5147873459323735
27.0,4.8,Stormy,Medium,2,0.0,0.0,Metropolitian,27,7.6838087174265155
23.0,4.4,Windy,Low,0,0.0,0.0,Metropolitian,27,3.0408940852046724
30.0,4.7,Stormy,Medium,2,0.0,0.0,Metropolitian,25,9.313347514768024
25.0,4.9,Stormy,Jam,1,0.0,0.0,Metropolitian,21,13.97191478756942
39.0,4.7,Stormy,Low,1,1.0,0.0,Metropolitian,21,2.9375685899810504
39.0,4.7,Fog,Medium,0,1.0,0.0,Metropolitian,42,16.385730104308024
20.0,4.9,Windy,Low,2,0.0,0.0,Metropolitian,10,7.762510040102141
37.0,4.8,Sunny,Low,0,1.0,0.0,Metropolitian,27,19.659414837288296
29.0,4.9,Sandstorms,Low,1,0.0,0.0,Urban,16,3.025279772423236
31.0,4.5,Sunny,Medium,1,0.0,0.0,Urban,18,7.601874226722028
26.0,2.9,Sunny,Low,1,2.0,0.0,Urban,39,13.787860239172549
32.0,4.6,Cloudy,High,1,1.0,0.0,Metropolitian,32,3.109059104393369
27.0,4.1,Cloudy,Medium,1,1.0,0.0,Metropolitian,32,10.565179206181444
35.0,4.7,Sunny,Low,2,0.0,0.0,Metropolitian,18,1.5367187556842812
24.0,4.7,Cloudy,Jam,1,1.0,0.0,Metropolitian,36,20.18272811483292
20.0,4.2,Stormy,Low,0,1.0,0.0,Urban,23,9.220368460607467
22.0,4.7,Fog,Low,2,0.0,0.0,Urban,10,1.514805885929248
36.0,4.7,Sandstorms,Medium,2,0.0,0.0,Urban,28,4.596951629499115
24.0,4.5,Fog,Low,0,0.0,0.0,Metropolitian,24,9.17632585467143
32.0,4.8,Windy,Low,2,0.0,0.0,Metropolitian,18,20.851862908260973
25.0,4.6,Stormy,Medium,2,1.0,0.0,Metropolitian,25,9.326603239772547
20.0,4.6,Cloudy,Low,1,0.0,0.0,Urban,10,7.562982485200133
34.0,4.3,Sandstorms,High,0,1.0,0.0,,33,6.209250269756872
26.0,4.6,Windy,Low,1,0.0,0.0,Metropolitian,11,9.087720328091445
24.0,4.7,Sunny,Jam,0,1.0,0.0,Metropolitian,30,10.868130915669624
28.0,4.6,Stormy,High,1,0.0,0.0,Metropolitian,21,6.081142187746012
21.0,4.7,Sunny,Jam,2,0.0,0.0,Metropolitian,13,4.596576884051942
22.0,4.7,Sandstorms,Low,1,0.0,0.0,Urban,17,7.601681384871196
31.0,4.0,Windy,High,1,1.0,0.0,Metropolitian,31,1.532229188735096
39.0,4.8,Stormy,Low,1,1.0,0.0,Metropolitian,23,4.589265860691712
23.0,4.6,Stormy,Low,2,0.0,0.0,Metropolitian,11,1.492347495243951
33.0,4.8,Sunny,Jam,0,1.0,0.0,Urban,25,7.790156595702848
29.0,4.8,Sunny,Low,2,1.0,0.0,Metropolitian,20,3.073397297636044
28.0,4.6,Fog,Jam,2,1.0,0.0,Metropolitian,29,7.76260023979039
21.0,4.5,Fog,Jam,0,1.0,0.0,Metropolitian,48,19.761706467413592
35.0,4.5,Stormy,Low,1,0.0,0.0,Urban,21,10.724879289478304
38.0,4.8,Sunny,Jam,0,1.0,0.0,Metropolitian,20,4.537940846050908
30.0,4.6,Sunny,Medium,0,1.0,0.0,Metropolitian,25,6.146243658393431
39.0,4.5,Sandstorms,Medium,2,0.0,0.0,Metropolitian,29,6.210060323088704
36.0,4.7,Fog,Low,1,1.0,0.0,Metropolitian,18,9.15767304259452
35.0,5.0,Fog,Low,1,1.0,0.0,Urban,17,4.663544352411129
35.0,4.6,Stormy,Low,2,1.0,0.0,Metropolitian,26,1.4895293820617894
21.0,4.6,Cloudy,Jam,0,1.0,0.0,Metropolitian,26,7.761284984440735
39.0,4.6,Cloudy,Low,2,1.0,0.0,Metropolitian,16,4.53754359959467
39.0,4.6,Cloudy,Low,2,1.0,0.0,Metropolitian,26,19.914686965545187
39.0,5.0,Cloudy,Medium,0,0.0,0.0,Metropolitian,25,6.210605364096597
29.0,4.9,Windy,Medium,2,1.0,0.0,Metropolitian,28,4.663419307399213
25.0,4.8,Sunny,Low,2,1.0,0.0,Metropolitian,28,14.023232083084483
27.0,4.2,Sandstorms,Low,0,1.0,0.0,Metropolitian,29,9.315028811002955
39.0,3.5,Sandstorms,Jam,1,1.0,0.0,Metropolitian,36,20.18081128090421
30.0,4.8,Cloudy,Medium,1,1.0,0.0,Metropolitian,16,7.648080628607945
36.0,4.7,Stormy,Low,1,0.0,0.0,Urban,25,1.5527821295482669
26.0,4.9,Stormy,Low,0,1.0,0.0,Urban,18,12.108722441981682
33.0,4.9,Sunny,High,0,1.0,0.0,Metropolitian,27,6.23280716086554
25.0,4.3,Sandstorms,Low,0,1.0,0.0,Metropolitian,25,1.5147873459323735
31.0,4.3,Cloudy,Medium,1,1.0,0.0,Metropolitian,40,16.641014927987907
27.0,5.0,Sandstorms,Low,2,1.0,0.0,Metropolitian,19,4.544215521132342
36.0,5.0,Cloudy,Medium,2,0.0,0.0,Metropolitian,17,4.541149754386511
32.0,4.0,Stormy,Medium,0,2.0,1.0,Metropolitian,47,13.682511992314726
21.0,4.9,Cloudy,Jam,0,1.0,1.0,Urban,43,10.724879289478304
27.0,4.5,Sandstorms,Low,0,1.0,0.0,Urban,18,16.903843893839564
25.0,4.7,Cloudy,Medium,1,2.0,0.0,Metropolitian,38,10.724750462255022
27.0,4.6,Stormy,High,2,0.0,0.0,Metropolitian,27,6.217735074214348
20.0,4.0,Fog,Jam,1,1.0,0.0,Urban,36,12.243495934752104
39.0,4.7,Windy,High,1,1.0,0.0,Metropolitian,25,3.104605953841284
26.0,4.8,Sandstorms,Low,1,1.0,0.0,Metropolitian,16,12.25659774869038
39.0,4.9,Cloudy,Low,1,0.0,0.0,Urban,16,7.7635043374686274
29.0,4.3,Sunny,Jam,0,0.0,0.0,Urban,44,7.63152482355472
26.0,4.5,Windy,Low,0,1.0,0.0,Metropolitian,22,1.5204709334108633
25.0,4.7,Stormy,Jam,1,1.0,0.0,Metropolitian,20,11.91657558009644
37.0,4.1,Stormy,Medium,0,1.0,0.0,Metropolitian,49,20.25401003649676
29.0,5.0,Cloudy,Jam,1,1.0,0.0,Metropolitian,35,20.851862908260973
26.0,4.8,Sandstorms,Low,1,0.0,0.0,Metropolitian,13,1.509460397835505
22.0,4.7,Stormy,Jam,1,1.0,0.0,Metropolitian,18,10.602467987619509
26.0,4.9,Windy,Low,2,0.0,0.0,Metropolitian,18,10.64192551943122
36.0,4.9,Fog,Medium,1,1.0,0.0,Metropolitian,18,4.530125284019303
37.0,4.5,Cloudy,Medium,2,1.0,0.0,Urban,17,7.562333809640329
24.0,4.2,Windy,Medium,0,1.0,0.0,Metropolitian,32,13.760880474936114
23.0,5.0,Stormy,Low,2,1.0,0.0,Metropolitian,18,20.181161774852512
36.0,5.0,Sandstorms,Jam,2,0.0,0.0,Metropolitian,32,4.590648124312415
28.0,4.6,Fog,Low,1,,0.0,Urban,17,1.4897768153112216
20.0,4.8,Stormy,Low,0,0.0,0.0,Metropolitian,24,19.3619764074264
25.0,4.9,Fog,High,0,1.0,0.0,Urban,28,5.958759869151131
33.0,4.8,Stormy,Low,2,1.0,0.0,Metropolitian,28,4.539068203248639
27.0,4.6,Sandstorms,Medium,2,1.0,0.0,Metropolitian,23,12.162012260678956
22.0,4.6,Sunny,Jam,2,1.0,0.0,Metropolitian,18,10.704238934519315
39.0,4.7,Sandstorms,Medium,1,0.0,0.0,Urban,25,4.674143698976439
30.0,4.3,Sandstorms,Medium,0,1.0,0.0,Metropolitian,32,16.635770753608572
32.0,4.1,Stormy,Low,0,1.0,0.0,Metropolitian,30,4.610073053799191
34.0,4.6,Sandstorms,Low,2,0.0,0.0,Metropolitian,21,1.5523608800116515
35.0,4.3,Fog,Jam,1,0.0,0.0,Metropolitian,40,10.565179206181444
23.0,4.2,Cloudy,Medium,2,1.0,0.0,Urban,31,13.611254468563876
23.0,4.6,Fog,Low,2,1.0,0.0,Metropolitian,15,3.105364544907298
21.0,4.5,Windy,Low,2,1.0,0.0,Urban,18,3.073397297636044
33.0,4.8,Sandstorms,Medium,1,1.0,0.0,Metropolitian,30,17.07799287216204
33.0,4.9,Sandstorms,Jam,2,0.0,0.0,Metropolitian,26,7.562950099273998
21.0,4.5,Sunny,High,0,1.0,0.0,Urban,51,6.232321450753526
36.0,5.0,Stormy,High,0,1.0,0.0,Metropolitian,42,6.242753027029528
21.0,4.7,Sandstorms,Jam,1,0.0,0.0,Urban,15,13.98951205355768
29.0,4.6,Fog,Low,2,,0.0,Urban,17,1.5545625412407005
25.0,4.2,Fog,Jam,2,2.0,0.0,Metropolitian,34,7.601066543768378
26.0,4.9,Cloudy,High,1,0.0,0.0,Urban,23,3.0188284633848217
35.0,4.8,Fog,Jam,1,1.0,0.0,Metropolitian,37,13.989249784535351
30.0,4.1,Windy,Low,0,1.0,0.0,Metropolitian,28,1.5580841994904555
21.0,4.8,Cloudy,Low,0,0.0,0.0,Metropolitian,18,1.5526813140972442
21.0,5.0,Sunny,High,2,1.0,0.0,Urban,14,6.081139317039376
32.0,4.6,Fog,Medium,1,1.0,0.0,Urban,17,9.313614929815012
35.0,4.2,Sandstorms,Jam,2,1.0,0.0,Metropolitian,31,20.8867162985556
23.0,4.8,Fog,Medium,1,0.0,0.0,Metropolitian,17,4.5409498250826665
32.0,4.8,Windy,Jam,0,1.0,1.0,Metropolitian,49,9.314044193379946
21.0,4.8,Cloudy,Jam,2,0.0,0.0,Metropolitian,33,16.720678992752937
28.0,5.0,Windy,Low,1,,0.0,Metropolitian,13,10.642283429605715
37.0,4.8,Cloudy,Low,1,1.0,0.0,Metropolitian,16,1.5526929456613003
26.0,4.5,Sandstorms,Medium,2,1.0,0.0,Metropolitian,21,20.18125982649362
36.0,4.9,Sunny,Low,0,0.0,0.0,Metropolitian,24,1.5527821295482669
30.0,4.9,Cloudy,Medium,1,0.0,0.0,Urban,15,5.960265171500215
23.0,4.6,Fog,Low,1,1.0,0.0,Metropolitian,23,19.66094394761993
37.0,4.8,Stormy,Low,1,1.0,0.0,Metropolitian,29,1.5318406299867455
35.0,4.3,Stormy,Jam,0,0.0,1.0,Semi-Urban,46,4.528164580408178
34.0,5.0,Fog,Medium,0,1.0,0.0,Urban,37,10.64218546208277
20.0,4.8,Windy,Jam,2,1.0,0.0,Metropolitian,24,19.76171176132034
35.0,4.8,Cloudy,Low,2,0.0,0.0,Metropolitian,16,9.348431884826278
30.0,4.6,Cloudy,High,1,1.0,0.0,Urban,25,3.0644871057616703
28.0,4.7,Cloudy,Low,0,1.0,0.0,Metropolitian,24,9.12108977493757
23.0,5.0,Stormy,Low,2,1.0,0.0,Metropolitian,15,12.100062421152574
21.0,5.0,Fog,Medium,0,1.0,0.0,Metropolitian,41,19.37374583495492
22.0,4.8,Windy,Medium,2,1.0,0.0,Metropolitian,21,6.242426324082786
33.0,4.7,Stormy,Jam,1,,0.0,Metropolitian,27,7.649724402449684
22.0,4.6,Fog,Jam,0,1.0,0.0,Metropolitian,24,9.08800511371514
36.0,4.8,Sunny,Jam,1,1.0,0.0,Metropolitian,29,16.601408334261674
30.0,4.2,Cloudy,Jam,2,0.0,0.0,Metropolitian,32,4.610379843931304
23.0,4.6,Stormy,Low,1,1.0,0.0,Urban,19,3.12131968284581
36.0,5.0,Stormy,Jam,1,1.0,0.0,Urban,25,10.90598905626876
37.0,4.7,Stormy,Low,2,1.0,0.0,Urban,21,19.76027880154466
31.0,4.4,Stormy,Low,0,1.0,0.0,Metropolitian,27,1.5527578022548725
24.0,4.7,Sandstorms,Medium,2,0.0,0.0,Metropolitian,23,19.877584031408645
35.0,4.2,Cloudy,Medium,2,2.0,0.0,Metropolitian,39,12.485077941758162
26.0,5.0,Stormy,Low,1,0.0,0.0,,10,3.0736606152903136
38.0,4.6,Stormy,Low,1,1.0,0.0,Metropolitian,22,12.35228618251577
34.0,3.5,Windy,Medium,2,1.0,0.0,Metropolitian,32,11.917680464391143
37.0,4.3,Windy,Low,0,0.0,0.0,Metropolitian,24,3.025149285677504
24.0,4.2,Sandstorms,Jam,0,1.0,0.0,Urban,33,14.021819246588828
31.0,4.9,Windy,Jam,1,1.0,0.0,Metropolitian,31,4.560890658020926
39.0,4.7,Sunny,High,1,0.0,0.0,Metropolitian,16,3.0736169345596607
28.0,4.6,Windy,Medium,2,1.0,0.0,Metropolitian,22,6.232150258829198
29.0,4.6,Fog,High,1,1.0,0.0,Metropolitian,22,6.037474189824093
28.0,4.5,Windy,Low,1,1.0,0.0,Metropolitian,14,1.558114851289754
20.0,4.1,Cloudy,Medium,2,1.0,0.0,Metropolitian,36,10.867285240714486
31.0,4.6,Cloudy,Jam,0,1.0,0.0,Metropolitian,45,14.021756535050493
35.0,4.9,Sunny,High,2,0.0,0.0,Metropolitian,20,6.146764727341459
34.0,4.9,Fog,Low,1,0.0,0.0,Metropolitian,15,1.532276469519439
34.0,5.0,Fog,Jam,1,0.0,0.0,Metropolitian,40,10.906432552887628
30.0,4.7,Sunny,High,1,0.0,0.0,Urban,15,1.5526496306637072
37.0,4.0,Stormy,Low,0,1.0,0.0,Metropolitian,25,9.178296996538572
35.0,4.9,Cloudy,Low,1,0.0,0.0,Metropolitian,19,1.5126978119717678
28.0,5.0,Sunny,High,1,0.0,0.0,Urban,11,6.147160558529004
36.0,4.9,Sunny,Jam,0,1.0,0.0,Metropolitian,36,13.788747286078188
24.0,5.0,Windy,Medium,1,1.0,0.0,Urban,24,10.427225702895106
34.0,4.5,Fog,Low,2,1.0,0.0,Metropolitian,33,11.936663195863192
24.0,4.5,Stormy,Low,1,0.0,0.0,Urban,18,1.5127140854704322
31.0,4.6,Cloudy,Low,0,1.0,1.0,Metropolitian,40,20.85333460818602
34.0,4.3,Fog,Jam,1,1.0,0.0,Metropolitian,34,9.192770952683546
20.0,4.8,Stormy,Low,1,0.0,0.0,Metropolitian,16,3.105091522701049
37.0,4.7,Fog,Jam,1,0.0,0.0,Urban,37,10.602504075104976
32.0,4.8,Cloudy,Jam,0,1.0,0.0,Metropolitian,28,4.464810553177668
26.0,4.6,Stormy,Jam,1,0.0,0.0,Urban,17,10.641604779432296
38.0,4.9,Stormy,Jam,2,0.0,0.0,Metropolitian,26,9.314044193379946
29.0,4.6,Stormy,Medium,0,1.0,0.0,Metropolitian,25,13.612340865269688
35.0,4.9,Sunny,Medium,0,0.0,0.0,Metropolitian,33,16.852688970823085
38.0,4.9,Stormy,High,0,2.0,0.0,Metropolitian,47,6.210141144622587
33.0,4.6,Windy,Low,0,0.0,0.0,Metropolitian,28,19.362541804304527
34.0,3.8,Fog,Low,2,1.0,0.0,Metropolitian,39,12.1610162189127
27.0,4.8,Sandstorms,Low,0,1.0,0.0,Urban,22,12.35263985896029
24.0,4.7,Cloudy,Low,0,1.0,0.0,Urban,19,3.1048037532854496
24.0,3.5,Sunny,Jam,0,1.0,0.0,Metropolitian,51,4.527915278149081
25.0,4.6,Sunny,Low,0,1.0,0.0,Metropolitian,23,16.72129600980331
24.0,4.2,Sandstorms,Jam,0,0.0,0.0,Metropolitian,31,10.705622903496977
38.0,4.9,Cloudy,Low,0,1.0,0.0,Metropolitian,42,12.101403911098704
25.0,4.7,Cloudy,Low,2,0.0,0.0,Urban,13,1.5203573134022046
35.0,4.7,Windy,Low,1,0.0,0.0,Metropolitian,22,12.417792351617557
34.0,4.8,Stormy,Jam,0,1.0,1.0,Metropolitian,50,12.161450531436758
20.0,4.9,Stormy,Medium,0,1.0,0.0,Urban,16,8.937863682516157
27.0,4.9,Sunny,Jam,1,0.0,0.0,Urban,19,4.5279972125744
21.0,4.7,Sunny,Medium,2,1.0,0.0,Metropolitian,17,7.790109178658858
37.0,4.9,Cloudy,Medium,1,1.0,0.0,Metropolitian,19,6.2101379656240985
26.0,4.8,Fog,Low,1,1.0,0.0,Urban,19,3.1213024454301257
39.0,4.6,Stormy,Low,1,1.0,0.0,Urban,26,9.0753524876199
26.0,5.0,Sandstorms,Low,2,1.0,0.0,Metropolitian,17,1.5545771256173964
34.0,3.8,Sunny,Jam,1,1.0,0.0,Urban,34,13.61116354777465
